10,[,0,.,2,0,7,]
10,[,0,.,0,5,7,]
20,[,0,.,5,7,4,]
20,[,0,.,0,9,]
30,[,0,.,8,3,7,]
30,[,0,.,0,9,6,]
40,[,0,.,9,3,3,]
40,[,0,.,1,1,]
50,[,0,.,9,9,5,]
50,[,0,.,1,1,1,]
60,[,0,.,9,9,9,]
60,[,0,.,1,1,7,]
70,[,1,.,0,]
70,[,0,.,1,2,4,]
80,[,1,.,0,]
80,[,0,.,1,1,]
90,[,1,.,0,]
90,[,0,.,1,4,]
100,[,1,.,0,]
100,[,0,.,1,0,8,]
