average,stdev,raw values
0.5666666666666668,0.043471221819000906,0.546,0.562,0.552,0.454,0.518,0.496,0.574,0.576,0.566,0.616,0.588,0.524,0.602,0.54,0.574,0.546,0.538,0.666,0.628,0.624,0.578,0.568,0.582,0.542,0.534,0.598,0.632,0.59,0.55,0.536
