average,stdev,raw values
0.5206000000000001,0.06235637290108613,0.501,0.399,0.511,0.42,0.526,0.579,0.507,0.587,0.483,0.455,0.561,0.427,0.512,0.583,0.544,0.485,0.529,0.584,0.611,0.601,0.558,0.601,0.455,0.608,0.565,0.404,0.464,0.528,0.511,0.519
