rand. mult.,average,stdev,raw values
8,0.2932,0.051725343025552870.286,0.326,0.225,0.343,0.335,0.294,0.361,0.291,0.198,0.273
4,0.5149999999999999,0.064296189622714020.505,0.588,0.604,0.52,0.448,0.496,0.519,0.479,0.588,0.405,0.58,0.545,0.555,0.61,0.382,0.499,0.539,0.449,0.462,0.527
1,1.0,0.01.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,0.2642,0.057090611583994110.241,0.211,0.223,0.287,0.248,0.273,0.262,0.236,0.361,0.172,0.297,0.256,0.193,0.309,0.237,0.298,0.329,0.268,0.134,0.298,0.27,0.39,0.274,0.35,0.285,0.322,0.215,0.186,0.278,0.223
7,0.3238,0.067657496569894340.346,0.371,0.345,0.335,0.243,0.376,0.333,0.154,0.428,0.334,0.235,0.343,0.363,0.378,0.19,0.303,0.367,0.358,0.33,0.344
2,0.9721599999999999,0.0157683226755416240.951,0.992,0.968,0.95,0.982,0.987,0.984,0.967,0.987,0.987,0.965,0.975,0.978,0.985,0.984,0.945,0.971,0.937,0.969,0.991,0.959,0.981,0.988,0.97,0.951
6,0.3505,0.0509994553347821940.431,0.398,0.416,0.322,0.316,0.271,0.36,0.308,0.342,0.341
3,0.6958,0.0614108206172893150.553,0.682,0.659,0.76,0.687,0.75,0.757,0.684,0.699,0.727
