average,stdev,raw values
0.4369666666666666,0.048823738808743106,0.419,0.341,0.452,0.491,0.43,0.497,0.495,0.405,0.535,0.429,0.379,0.497,0.38,0.446,0.42,0.412,0.389,0.435,0.425,0.487,0.463,0.488,0.455,0.494,0.405,0.384,0.37,0.494,0.376,0.416
