average,stdev,raw values
0.3217333333333333,0.04201882446232167,0.277,0.336,0.314,0.288,0.319,0.369,0.359,0.248,0.347,0.294,0.334,0.291,0.327,0.374,0.315,0.344,0.375,0.297,0.403,0.38,0.275,0.291,0.26,0.29,0.271,0.258,0.345,0.373,0.36,0.338
