average,stdev,raw values
0.5762666666666666,0.047333689491941576,0.552,0.534,0.568,0.608,0.582,0.636,0.574,0.548,0.68,0.568,0.584,0.62,0.606,0.524,0.562,0.546,0.564,0.598,0.484,0.674,0.51,0.6,0.532,0.632,0.574,0.532,0.564,0.526,0.554,0.652
