average,stdev,raw values
0.5258,0.0697766881336206,0.42,0.59,0.366,0.564,0.52,0.4,0.486,0.508,0.508,0.614,0.624,0.536,0.618,0.49,0.528,0.634,0.46,0.502,0.494,0.482,0.6,0.578,0.51,0.458,0.574,0.612,0.444,0.58,0.512,0.562
