average,stdev,raw values
0.2008,0.045302355879974526,0.232,0.16,0.174,0.194,0.224,0.176,0.25,0.102,0.152,0.29,0.186,0.146,0.174,0.204,0.236,0.228,0.228,0.196,0.218,0.19,0.13,0.274,0.198,0.22,0.124,0.178,0.196,0.25,0.274,0.22
