epochs,average,stdev,raw values
1,0.025333333333333333,0.02515240899319426,0.0,0.04,0.0,0.0,0.02,0.02,0.02,0.04,0.02,0.0,0.04,0.04,0.04,0.0,0.02,0.04,0.0,0.04,0.1,0.0,0.0,0.04,0.02,0.04,0.0,0.02,0.02,0.0,0.08,0.06
2,0.02066666666666667,0.017798359733284478,0.04,0.0,0.02,0.02,0.02,0.04,0.02,0.04,0.02,0.04,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.04,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.06,0.02
3,0.021333333333333336,0.020965214758858482,0.0,0.06,0.02,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.02,0.02,0.0,0.06,0.02,0.0,0.04,0.0,0.0,0.0,0.02,0.04,0.02,0.0,0.04,0.02,0.06,0.0,0.04,0.04
4,0.024666666666666674,0.018705214713316293,0.06,0.02,0.02,0.02,0.02,0.06,0.0,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.0,0.0,0.04,0.0,0.0,0.08,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.02,0.04
5,0.030000000000000013,0.027667982242644842,0.04,0.04,0.0,0.0,0.02,0.0,0.1,0.02,0.04,0.06,0.06,0.06,0.08,0.0,0.0,0.04,0.02,0.02,0.0,0.0,0.02,0.04,0.0,0.06,0.06,0.02,0.02,0.06,0.0,0.02
6,0.02800000000000001,0.023838537330737503,0.06,0.04,0.0,0.06,0.06,0.0,0.02,0.02,0.02,0.06,0.0,0.0,0.0,0.02,0.04,0.04,0.0,0.0,0.02,0.02,0.08,0.02,0.02,0.0,0.04,0.02,0.06,0.04,0.06,0.02
7,0.034666666666666686,0.02873581609136552,0.02,0.02,0.06,0.02,0.0,0.06,0.0,0.04,0.08,0.0,0.04,0.12,0.02,0.04,0.04,0.06,0.0,0.04,0.02,0.0,0.04,0.06,0.02,0.06,0.06,0.02,0.0,0.04,0.0,0.06
8,0.04400000000000001,0.034601175981610006,0.06,0.04,0.12,0.04,0.02,0.04,0.02,0.0,0.06,0.06,0.06,0.02,0.0,0.0,0.0,0.02,0.06,0.14,0.1,0.08,0.06,0.06,0.06,0.02,0.04,0.04,0.04,0.02,0.04,0.0
9,0.04400000000000001,0.023133793761359232,0.1,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.04,0.02,0.0,0.0,0.04,0.04,0.04,0.06,0.0,0.04,0.08,0.04,0.06,0.08,0.02,0.04,0.06,0.06,0.04,0.06,0.04,0.02
10,0.05533333333333335,0.03350072910512117,0.02,0.1,0.02,0.02,0.04,0.08,0.04,0.06,0.02,0.06,0.06,0.12,0.08,0.04,0.12,0.06,0.1,0.06,0.1,0.08,0.06,0.02,0.04,0.02,0.04,0.06,0.0,0.02,0.1,0.02
11,0.05600000000000002,0.028958948352023638,0.02,0.06,0.02,0.06,0.1,0.0,0.02,0.1,0.08,0.06,0.06,0.12,0.06,0.02,0.04,0.08,0.04,0.06,0.06,0.1,0.08,0.06,0.08,0.04,0.02,0.02,0.04,0.06,0.06,0.06
12,0.05800000000000003,0.02845444029345496,0.0,0.08,0.06,0.06,0.06,0.04,0.1,0.04,0.06,0.04,0.02,0.04,0.08,0.12,0.04,0.02,0.06,0.02,0.1,0.08,0.06,0.1,0.04,0.04,0.04,0.08,0.04,0.06,0.1,0.06
