average,stdev,raw values
0.2064666666666667,0.0363030665877989,0.227,0.214,0.176,0.177,0.15,0.188,0.231,0.192,0.184,0.147,0.181,0.159,0.198,0.2,0.256,0.163,0.239,0.182,0.209,0.267,0.232,0.236,0.259,0.166,0.227,0.229,0.189,0.294,0.208,0.214
