rand. mult.,average,stdev,raw values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.321566667,0.020975656,0.305,0.296,0.34,0.321,0.356,0.382,0.313,0.323,0.315,0.312,0.335,0.339,0.286,0.321,0.319,0.312,0.336,0.342,0.351,0.327,0.3,0.289,0.302,0.307,0.309,0.299,0.327,0.319,0.336,0.328
8,0.3279,0.026312905,0.318,0.283,0.307,0.356,0.325,0.34,0.334,0.32,0.293,0.352,0.326,0.296,0.314,0.335,0.305,0.319,0.369,0.344,0.361,0.347,0.286,0.321,0.293,0.327,0.292,0.342,0.332,0.376,0.373,0.351
7,0.3726,0.025259481,0.387,0.385,0.402,0.322,0.34,0.4,0.34,0.353,0.332,0.337,0.349,0.362,0.389,0.349,0.376,0.407,0.381,0.374,0.362,0.379,0.379,0.349,0.382,0.385,0.394,0.384,0.426,0.364,0.382,0.407
6,0.412833333,0.030921573,0.416,0.432,0.387,0.365,0.475,0.427,0.46,0.432,0.397,0.351,0.402,0.408,0.394,0.449,0.44,0.392,0.455,0.389,0.418,0.451,0.381,0.366,0.438,0.442,0.404,0.413,0.432,0.394,0.394,0.381
5,0.487033333,0.036578195,0.459,0.53,0.514,0.496,0.568,0.466,0.48,0.525,0.461,0.427,0.489,0.465,0.447,0.458,0.453,0.502,0.495,0.531,0.532,0.533,0.484,0.459,0.481,0.525,0.48,0.428,0.444,0.467,0.465,0.547
4,0.620233333,0.025344092,0.615,0.636,0.619,0.622,0.663,0.661,0.6,0.615,0.669,0.618,0.611,0.607,0.666,0.662,0.636,0.596,0.594,0.618,0.598,0.614,0.601,0.601,0.609,0.658,0.631,0.597,0.604,0.594,0.576,0.616
3,0.8095,0.026093664,0.795,0.818,0.774,0.816,0.816,0.815,0.816,0.865,0.831,0.811,0.801,0.807,0.773,0.838,0.78,0.8,0.854,0.792,0.811,0.818,0.775,0.775,0.832,0.8,0.817,0.841,0.75,0.832,0.796,0.836
2,0.988366667,0.00587504,0.99,0.993,0.99,0.99,0.974,0.991,0.994,0.993,0.986,0.994,0.991,0.99,0.992,0.986,0.984,0.994,0.994,0.99,0.983,0.994,0.989,0.979,0.995,0.98,0.989,0.973,0.99,0.983,0.987,0.993
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
