10,[,0,.,2,1,6,]
10,[,0,.,0,5,1,]
20,[,0,.,5,9,9,]
20,[,0,.,0,8,2,]
30,[,0,.,8,4,8,]
30,[,0,.,0,7,9,]
40,[,0,.,9,4,7,]
40,[,0,.,0,9,]
50,[,0,.,9,9,5,]
50,[,0,.,1,]
60,[,0,.,9,9,8,]
60,[,0,.,1,1,5,]
70,[,0,.,9,9,9,]
70,[,0,.,1,3,5,]
80,[,1,.,0,]
80,[,0,.,1,4,4,]
90,[,1,.,0,]
90,[,0,.,1,2,8,]
100,[,1,.,0,]
100,[,0,.,1,3,1,]
