average,stdev,raw values
0.5600333333333333,0.048122317808521727,0.493,0.545,0.506,0.592,0.496,0.554,0.636,0.643,0.62,0.629,0.511,0.451,0.545,0.572,0.551,0.605,0.548,0.557,0.597,0.559,0.601,0.526,0.565,0.576,0.554,0.491,0.503,0.572,0.589,0.614
