0,0.375
1,0.442
2,0.435
3,0.391
4,0.443
5,0.465
6,0.405
7,0.41
8,0.437
9,0.413
10,0.454
11,0.442
12,0.414
13,0.413
14,0.39
15,0.412
16,0.441
17,0.4
18,0.363
19,0.383
20,0.44
21,0.42
22,0.412
23,0.457
24,0.464
25,0.432
26,0.447
27,0.361
28,0.41
29,0.407
average,0.41926666666666673
stdev,0.028354812683191028
