0,0.551
1,0.541
2,0.54
3,0.533
4,0.514
5,0.529
6,0.524
7,0.523
8,0.539
9,0.566
10,0.515
11,0.533
12,0.514
13,0.538
14,0.517
15,0.468
16,0.526
17,0.501
18,0.526
19,0.534
20,0.533
21,0.566
22,0.516
23,0.526
24,0.535
25,0.522
26,0.559
27,0.572
28,0.499
29,0.494
average,0.5284666666666666
stdev,0.022161995013728016
