rand. mult.,average,stdev,raw values
8,0.24805000000000005,0.03656929255392750.227,0.225,0.262,0.291,0.309,0.251,0.2,0.296,0.208,0.24,0.248,0.273,0.205,0.269,0.219,0.194,0.238,0.248,0.322,0.236
5,0.34536666666666666,0.056906143740393260.354,0.246,0.419,0.309,0.386,0.408,0.34,0.447,0.304,0.392,0.471,0.341,0.354,0.313,0.247,0.284,0.335,0.389,0.249,0.346,0.281,0.353,0.372,0.359,0.295,0.3,0.388,0.36,0.402,0.317
4,0.4615,0.079093826139170510.534,0.475,0.428,0.48,0.373,0.493,0.57,0.376,0.545,0.341
6,0.3091,0.054283006803107420.345,0.328,0.315,0.229,0.344,0.406,0.259,0.312,0.265,0.295,0.333,0.233,0.422,0.269,0.38,0.385,0.317,0.381,0.254,0.252,0.32,0.268,0.367,0.251,0.287,0.301,0.297,0.212,0.322,0.324
3,0.6495666666666666,0.0736364243327020.743,0.669,0.584,0.655,0.543,0.558,0.654,0.717,0.755,0.769,0.65,0.636,0.657,0.599,0.7,0.636,0.655,0.728,0.695,0.485,0.611,0.73,0.72,0.682,0.735,0.585,0.563,0.566,0.671,0.536
1,1.0,0.01.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.26306666666666667,0.056345194581090510.418,0.274,0.234,0.239,0.232,0.318,0.193,0.228,0.298,0.243,0.308,0.24,0.275,0.198,0.248
2,0.9493333333333335,0.0222443144153629260.956,0.958,0.904,0.903,0.95,0.953,0.965,0.953,0.928,0.976,0.952,0.969,0.943,0.954,0.976
9,0.219,0.039705163392183640.237,0.233,0.152,0.255,0.218
