0,0.472
1,0.445
2,0.486
3,0.514
4,0.487
5,0.498
6,0.495
7,0.508
8,0.51
9,0.492
10,0.508
11,0.483
12,0.508
13,0.487
14,0.501
15,0.489
16,0.482
17,0.501
18,0.466
19,0.456
20,0.475
21,0.501
22,0.478
23,0.474
24,0.482
25,0.444
26,0.487
27,0.468
28,0.49
29,0.493
average,0.48599999999999993
stdev,0.018061198646593866
