10,[,0,.,2,0,3,]
10,[,0,.,0,4,4,]
20,[,0,.,6,1,1,]
20,[,0,.,0,7,4,]
30,[,0,.,8,4,6,]
30,[,0,.,0,9,4,]
40,[,0,.,9,3,]
40,[,0,.,1,1,2,]
50,[,0,.,9,9,]
50,[,0,.,1,0,2,]
60,[,0,.,9,9,8,]
60,[,0,.,0,9,6,]
70,[,1,.,0,]
70,[,0,.,1,0,6,]
80,[,0,.,9,9,9,]
80,[,0,.,1,4,5,]
90,[,1,.,0,]
90,[,0,.,1,2,3,]
100,[,1,.,0,]
100,[,0,.,1,4,2,]
