0,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.02, 0.01, 0.02, 0.03, 0.02], 50: [0.03, 0.03, 0.07, 0.05, 0.04], 60: [0.06, 0.07, 0.04, 0.09, 0.06], 70: [0.09, 0.13, 0.1, 0.1, 0.1], 80: [0.12000000000000001, 0.13, 0.13, 0.13, 0.12000000000000001], 90: [0.14, 0.15, 0.14, 0.15000000000000002, 0.21000000000000002]}
1,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.01, 0.01, 0.0, 0.01], 50: [0.05, 0.04, 0.04, 0.04, 0.05], 60: [0.07, 0.04, 0.05, 0.03, 0.05], 70: [0.07, 0.1, 0.08, 0.07, 0.05], 80: [0.09, 0.09, 0.1, 0.06, 0.09], 90: [0.1, 0.11, 0.12, 0.13, 0.12]}
2,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.01, 0.0, 0.0], 50: [0.0, 0.0, 0.0, 0.0, 0.0], 60: [0.0, 0.0, 0.0, 0.0, 0.01], 70: [0.0, 0.0, 0.0, 0.0, 0.0], 80: [0.01, 0.0, 0.02, 0.01, 0.01], 90: [0.0, 0.02, 0.02, 0.02, 0.02]}
3,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.01, 0.02, 0.01, 0.03, 0.02], 50: [0.06, 0.05, 0.04, 0.04, 0.04], 60: [0.08, 0.08, 0.09, 0.09000000000000001, 0.14], 70: [0.08, 0.13, 0.15, 0.13, 0.12000000000000001], 80: [0.18, 0.2, 0.14, 0.19, 0.16], 90: [0.27, 0.18, 0.17, 0.23, 0.2]}
4,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.01, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.02, 0.01, 0.01], 50: [0.01, 0.03, 0.01, 0.02, 0.01], 60: [0.03, 0.04, 0.04, 0.03, 0.06], 70: [0.08, 0.05, 0.03, 0.07, 0.08], 80: [0.1, 0.08, 0.1, 0.11, 0.08], 90: [0.11000000000000001, 0.08, 0.07, 0.1, 0.1]}
5,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.01, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.01, 0.0, 0.0, 0.02], 60: [0.0, 0.01, 0.0, 0.01, 0.0], 70: [0.01, 0.0, 0.01, 0.02, 0.01], 80: [0.01, 0.01, 0.02, 0.02, 0.01], 90: [0.02, 0.03, 0.03, 0.01, 0.02]}
6,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.0, 0.0, 0.0], 60: [0.0, 0.0, 0.0, 0.0, 0.0], 70: [0.01, 0.0, 0.0, 0.0, 0.0], 80: [0.0, 0.0, 0.0, 0.0, 0.01], 90: [0.0, 0.0, 0.01, 0.0, 0.0]}
7,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.0, 0.0, 0.0], 60: [0.0, 0.0, 0.0, 0.01, 0.01], 70: [0.0, 0.0, 0.01, 0.0, 0.01], 80: [0.01, 0.0, 0.0, 0.01, 0.01], 90: [0.01, 0.0, 0.0, 0.01, 0.01]}
8,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.01, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.01, 0.01, 0.0, 0.02], 60: [0.0, 0.02, 0.03, 0.01, 0.01], 70: [0.02, 0.02, 0.03, 0.0, 0.02], 80: [0.03, 0.05, 0.03, 0.02, 0.03], 90: [0.07, 0.03, 0.08, 0.02, 0.03]}
9,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.02, 0.0, 0.01, 0.01], 50: [0.02, 0.02, 0.0, 0.01, 0.0], 60: [0.03, 0.02, 0.03, 0.02, 0.04], 70: [0.01, 0.03, 0.03, 0.02, 0.02], 80: [0.05, 0.03, 0.03, 0.04, 0.02], 90: [0.05, 0.04, 0.04, 0.02, 0.04]}
10,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.01, 0.0, 0.02, 0.02], 50: [0.01, 0.02, 0.03, 0.01, 0.0], 60: [0.02, 0.03, 0.01, 0.02, 0.03], 70: [0.04, 0.03, 0.02, 0.04, 0.02], 80: [0.02, 0.03, 0.03, 0.02, 0.03], 90: [0.04, 0.04, 0.03, 0.05, 0.02]}
