0,0.901
1,0.95
2,0.931
3,0.923
4,0.942
5,0.916
6,0.932
7,0.939
8,0.946
9,0.9
10,0.934
11,0.925
12,0.927
13,0.942
14,0.938
15,0.915
16,0.913
17,0.931
18,0.938
19,0.94
20,0.949
21,0.941
22,0.938
23,0.941
24,0.935
25,0.929
26,0.934
27,0.928
28,0.922
29,0.962
average,0.9320666666666667
stdev,0.013748813950936658
