0,10,0.0,0.0,0.0,0.0,0.0
0,20,0.0,0.0,0.0,0.0,0.0
0,30,0.0,0.0,0.0,0.0,0.0
0,40,0.01,0.0,0.01,0.0,0.01
0,50,0.03,0.01,0.03,0.05,0.01
0,60,0.02,0.01,0.04,0.07,0.05
0,70,0.06,0.04,0.05,0.07,0.08
0,80,0.1,0.07,0.13,0.16999999999999998,0.07
0,90,0.1,0.12000000000000001,0.08,0.15000000000000002,0.1
1,10,0.0,0.0,0.0,0.0,0.0
1,20,0.0,0.0,0.0,0.0,0.0
1,30,0.0,0.0,0.0,0.0,0.0
1,40,0.0,0.0,0.01,0.01,0.0
1,50,0.0,0.01,0.01,0.02,0.03
1,60,0.05,0.03,0.05,0.04,0.03
1,70,0.05,0.06999999999999999,0.07,0.07,0.07
1,80,0.06,0.07,0.11,0.1,0.09
1,90,0.04,0.08,0.11,0.13,0.08
2,10,0.0,0.0,0.0,0.0,0.0
2,20,0.0,0.0,0.0,0.0,0.0
2,30,0.0,0.0,0.0,0.0,0.0
2,40,0.0,0.0,0.0,0.0,0.01
2,50,0.0,0.0,0.0,0.01,0.0
2,60,0.01,0.01,0.0,0.0,0.0
2,70,0.0,0.01,0.01,0.01,0.01
2,80,0.01,0.01,0.0,0.01,0.01
2,90,0.03,0.01,0.01,0.01,0.02
3,10,0.0,0.0,0.0,0.0,0.0
3,20,0.0,0.0,0.0,0.0,0.0
3,30,0.0,0.0,0.0,0.0,0.0
3,40,0.02,0.0,0.0,0.0,0.0
3,50,0.02,0.02,0.03,0.01,0.04
3,60,0.09,0.08,0.04,0.03,0.03
3,70,0.11,0.15000000000000002,0.13,0.15000000000000002,0.09
3,80,0.13,0.18,0.16,0.16,0.18
3,90,0.16,0.15000000000000002,0.15,0.14,0.19
4,10,0.0,0.0,0.0,0.0,0.0
4,20,0.0,0.0,0.0,0.0,0.0
4,30,0.0,0.0,0.0,0.0,0.0
4,40,0.0,0.0,0.02,0.0,0.0
4,50,0.0,0.0,0.01,0.01,0.01
4,60,0.02,0.05,0.02,0.03,0.06
4,70,0.04,0.07,0.05,0.06999999999999999,0.02
4,80,0.07,0.06,0.03,0.07,0.05
4,90,0.06,0.12000000000000001,0.08,0.08,0.11
5,10,0.0,0.0,0.0,0.0,0.0
5,20,0.0,0.0,0.0,0.0,0.0
5,30,0.0,0.0,0.0,0.0,0.0
5,40,0.0,0.0,0.0,0.0,0.0
5,50,0.01,0.0,0.0,0.0,0.01
5,60,0.0,0.01,0.0,0.0,0.01
5,70,0.0,0.0,0.0,0.0,0.01
5,80,0.01,0.01,0.0,0.0,0.02
5,90,0.02,0.01,0.02,0.02,0.0
6,10,0.0,0.0,0.0,0.0,0.0
6,20,0.0,0.0,0.0,0.0,0.0
6,30,0.0,0.0,0.0,0.0,0.0
6,40,0.0,0.0,0.0,0.0,0.0
6,50,0.0,0.0,0.0,0.0,0.0
6,60,0.0,0.0,0.0,0.0,0.0
6,70,0.0,0.0,0.0,0.0,0.0
6,80,0.0,0.0,0.01,0.0,0.01
6,90,0.01,0.0,0.0,0.01,0.0
7,10,0.0,0.0,0.0,0.0,0.0
7,20,0.0,0.0,0.0,0.0,0.0
7,30,0.0,0.0,0.0,0.0,0.0
7,40,0.0,0.0,0.0,0.0,0.0
7,50,0.0,0.0,0.0,0.0,0.0
7,60,0.0,0.0,0.0,0.0,0.0
7,70,0.0,0.01,0.0,0.0,0.0
7,80,0.0,0.01,0.01,0.01,0.0
7,90,0.01,0.01,0.0,0.02,0.01
8,10,0.0,0.0,0.0,0.0,0.0
8,20,0.0,0.0,0.0,0.0,0.0
8,30,0.0,0.0,0.0,0.0,0.0
8,40,0.0,0.0,0.0,0.0,0.01
8,50,0.0,0.0,0.02,0.0,0.0
8,60,0.01,0.01,0.0,0.02,0.01
8,70,0.02,0.02,0.03,0.02,0.02
8,80,0.02,0.02,0.03,0.03,0.03
8,90,0.04,0.09,0.01,0.02,0.05
9,10,0.0,0.0,0.0,0.0,0.0
9,20,0.0,0.0,0.0,0.0,0.0
9,30,0.0,0.0,0.0,0.0,0.0
9,40,0.0,0.0,0.0,0.0,0.0
9,50,0.0,0.0,0.0,0.01,0.02
9,60,0.01,0.01,0.0,0.01,0.01
9,70,0.03,0.02,0.03,0.01,0.01
9,80,0.01,0.04,0.03,0.03,0.03
9,90,0.04,0.03,0.02,0.04,0.04
10,10,0.0,0.0,0.0,0.0,0.0
10,20,0.0,0.0,0.0,0.0,0.0
10,30,0.0,0.0,0.0,0.0,0.0
10,40,0.0,0.0,0.01,0.01,0.0
10,50,0.0,0.01,0.03,0.01,0.02
10,60,0.02,0.02,0.02,0.0,0.01
10,70,0.02,0.02,0.03,0.03,0.01
10,80,0.04,0.03,0.03,0.01,0.03
10,90,0.02,0.04,0.04,0.03,0.04
11,10,0.0,0.0,0.0,0.0,0.0
11,20,0.0,0.0,0.0,0.0,0.0
11,30,0.0,0.0,0.0,0.0,0.0
11,40,0.04,0.0,0.04,0.0,0.0
11,50,0.02,0.04,0.060000000000000005,0.03,0.03
11,60,0.09,0.12000000000000001,0.11000000000000001,0.13,0.1
11,70,0.16999999999999998,0.15000000000000002,0.16,0.2,0.16
11,80,0.2,0.18,0.18,0.16,0.2
11,90,0.16999999999999998,0.22,0.25,0.22999999999999998,0.29000000000000004
12,10,0.0,0.0,0.0,0.0,0.0
12,20,0.0,0.0,0.0,0.0,0.0
12,30,0.0,0.0,0.0,0.0,0.0
12,40,0.0,0.0,0.0,0.0,0.0
12,50,0.01,0.01,0.0,0.01,0.01
12,60,0.02,0.03,0.03,0.02,0.03
12,70,0.04,0.06,0.03,0.05,0.04
12,80,0.08,0.04,0.06,0.02,0.03
12,90,0.04,0.07,0.04,0.060000000000000005,0.09000000000000001
13,10,0.0,0.0,0.0,0.0,0.0
13,20,0.0,0.0,0.0,0.0,0.0
13,30,0.0,0.0,0.0,0.0,0.0
13,40,0.0,0.0,0.0,0.0,0.01
13,50,0.0,0.0,0.01,0.03,0.01
13,60,0.04,0.0,0.02,0.01,0.01
13,70,0.03,0.07,0.02,0.03,0.02
13,80,0.08,0.07,0.05,0.04,0.08
13,90,0.06,0.07,0.13,0.08,0.07
14,10,0.0,0.0,0.0,0.0,0.0
14,20,0.0,0.0,0.0,0.0,0.0
14,30,0.01,0.0,0.01,0.0,0.0
14,40,0.03,0.0,0.04,0.03,0.0
14,50,0.03,0.06,0.04,0.07,0.08
14,60,0.12000000000000001,0.05,0.11,0.1,0.06999999999999999
14,70,0.09000000000000001,0.13,0.06,0.13,0.08
14,80,0.15,0.16,0.14,0.14,0.1
14,90,0.21,0.26,0.16999999999999998,0.21,0.13
15,10,0.0,0.0,0.0,0.0,0.0
15,20,0.0,0.0,0.0,0.0,0.0
15,30,0.0,0.0,0.0,0.0,0.0
15,40,0.0,0.02,0.0,0.0,0.0
15,50,0.02,0.03,0.05,0.05,0.02
15,60,0.05,0.03,0.04,0.03,0.03
15,70,0.06,0.04,0.1,0.09,0.06
15,80,0.05,0.09,0.07,0.04,0.07
15,90,0.11000000000000001,0.12000000000000001,0.12000000000000001,0.06,0.09
16,10,0.0,0.0,0.0,0.0,0.0
16,20,0.0,0.0,0.0,0.0,0.0
16,30,0.0,0.0,0.0,0.0,0.0
16,40,0.01,0.01,0.01,0.0,0.0
16,50,0.01,0.01,0.03,0.0,0.02
16,60,0.02,0.04,0.05,0.04,0.02
16,70,0.04,0.03,0.07,0.1,0.04
16,80,0.09,0.06,0.08,0.04,0.1
16,90,0.14,0.08,0.09,0.1,0.09
17,10,0.0,0.0,0.0,0.0,0.0
17,20,0.0,0.0,0.0,0.0,0.0
17,30,0.0,0.0,0.0,0.0,0.0
17,40,0.0,0.0,0.0,0.0,0.0
17,50,0.01,0.0,0.02,0.01,0.02
17,60,0.03,0.03,0.02,0.03,0.0
17,70,0.04,0.04,0.06,0.06,0.04
17,80,0.04,0.01,0.03,0.06,0.04
17,90,0.09,0.11,0.1,0.05,0.07
18,10,0.0,0.0,0.0,0.0,0.0
18,20,0.0,0.0,0.0,0.0,0.0
18,30,0.0,0.0,0.0,0.0,0.0
18,40,0.0,0.0,0.01,0.0,0.0
18,50,0.02,0.03,0.02,0.03,0.03
18,60,0.04,0.03,0.04,0.02,0.02
18,70,0.03,0.05,0.05,0.04,0.03
18,80,0.05,0.03,0.05,0.02,0.04
18,90,0.07,0.04,0.04,0.06,0.04
19,10,0.0,0.0,0.0,0.0,0.0
19,20,0.0,0.0,0.0,0.0,0.0
19,30,0.0,0.0,0.0,0.0,0.0
19,40,0.0,0.0,0.0,0.01,0.0
19,50,0.01,0.0,0.0,0.01,0.0
19,60,0.0,0.02,0.0,0.02,0.0
19,70,0.02,0.01,0.01,0.0,0.01
19,80,0.01,0.03,0.04,0.04,0.03
19,90,0.01,0.02,0.02,0.02,0.01
20,10,0.0,0.0,0.0,0.0,0.0
20,20,0.0,0.0,0.0,0.0,0.0
20,30,0.0,0.0,0.0,0.0,0.0
20,40,0.0,0.0,0.0,0.0,0.0
20,50,0.02,0.02,0.01,0.01,0.01
20,60,0.07,0.01,0.03,0.05,0.05
20,70,0.06,0.06,0.05,0.04,0.03
20,80,0.09,0.06,0.03,0.04,0.1
20,90,0.07,0.03,0.11,0.03,0.03
21,10,0.0,0.0,0.0,0.0,0.0
21,20,0.0,0.0,0.0,0.0,0.0
21,30,0.0,0.0,0.0,0.0,0.0
21,40,0.0,0.0,0.0,0.0,0.0
21,50,0.0,0.0,0.0,0.0,0.0
21,60,0.0,0.01,0.0,0.0,0.0
21,70,0.0,0.0,0.0,0.0,0.0
21,80,0.01,0.0,0.01,0.03,0.02
21,90,0.02,0.03,0.01,0.02,0.03
22,10,0.0,0.0,0.0,0.0,0.0
22,20,0.0,0.0,0.0,0.0,0.0
22,30,0.01,0.0,0.0,0.0,0.0
22,40,0.0,0.0,0.0,0.0,0.02
22,50,0.02,0.03,0.02,0.0,0.01
22,60,0.060000000000000005,0.02,0.07,0.060000000000000005,0.05
22,70,0.07,0.06,0.08,0.07,0.06
22,80,0.13,0.11,0.13,0.15000000000000002,0.11000000000000001
22,90,0.15,0.19,0.2,0.16,0.15000000000000002
23,10,0.0,0.0,0.0,0.0,0.0
23,20,0.0,0.0,0.0,0.0,0.0
23,30,0.0,0.0,0.0,0.0,0.0
23,40,0.0,0.0,0.01,0.0,0.01
23,50,0.0,0.0,0.0,0.0,0.01
23,60,0.01,0.02,0.01,0.01,0.02
23,70,0.0,0.01,0.05,0.03,0.04
23,80,0.04,0.05,0.05,0.03,0.04
23,90,0.07,0.02,0.08,0.04,0.06
24,10,0.0,0.0,0.0,0.0,0.0
24,20,0.0,0.0,0.0,0.0,0.0
24,30,0.0,0.0,0.0,0.0,0.0
24,40,0.0,0.0,0.0,0.0,0.0
24,50,0.0,0.0,0.0,0.01,0.0
24,60,0.01,0.01,0.01,0.0,0.0
24,70,0.01,0.01,0.02,0.01,0.01
24,80,0.01,0.02,0.02,0.0,0.01
24,90,0.01,0.03,0.02,0.02,0.02
25,10,0.0,0.0,0.0,0.0,0.0
25,20,0.0,0.0,0.0,0.0,0.0
25,30,0.0,0.0,0.0,0.0,0.0
25,40,0.01,0.01,0.0,0.0,0.05
25,50,0.05,0.04,0.02,0.05,0.03
25,60,0.05,0.09,0.06,0.11000000000000001,0.14
25,70,0.13,0.11,0.16,0.11,0.14
25,80,0.16999999999999998,0.17,0.15,0.1,0.2
25,90,0.18,0.23,0.24,0.24,0.24000000000000002
26,10,0.0,0.0,0.0,0.0,0.0
26,20,0.0,0.0,0.0,0.0,0.0
26,30,0.0,0.0,0.0,0.0,0.0
26,40,0.0,0.0,0.0,0.0,0.0
26,50,0.0,0.01,0.02,0.0,0.0
26,60,0.01,0.0,0.01,0.02,0.02
26,70,0.05,0.05,0.01,0.04,0.01
26,80,0.09000000000000001,0.02,0.05,0.01,0.06
26,90,0.08,0.07,0.05,0.08,0.05
27,10,0.0,0.0,0.0,0.0,0.0
27,20,0.0,0.0,0.0,0.0,0.0
27,30,0.0,0.0,0.0,0.0,0.0
27,40,0.0,0.01,0.0,0.01,0.02
27,50,0.0,0.03,0.06,0.05,0.0
27,60,0.03,0.03,0.06,0.03,0.04
27,70,0.05,0.06,0.13,0.06,0.1
27,80,0.12,0.11000000000000001,0.05,0.09,0.08
27,90,0.12000000000000001,0.14,0.12000000000000001,0.11000000000000001,0.09
28,10,0.0,0.0,0.0,0.0,0.0
28,20,0.0,0.0,0.0,0.0,0.0
28,30,0.0,0.0,0.0,0.0,0.0
28,40,0.0,0.0,0.0,0.0,0.0
28,50,0.04,0.02,0.0,0.0,0.01
28,60,0.02,0.0,0.02,0.01,0.03
28,70,0.0,0.06,0.01,0.01,0.03
28,80,0.01,0.04,0.03,0.01,0.02
28,90,0.04,0.03,0.06,0.04,0.04
29,10,0.0,0.0,0.0,0.0,0.0
29,20,0.0,0.0,0.0,0.0,0.0
29,30,0.0,0.0,0.0,0.0,0.0
29,40,0.01,0.0,0.01,0.0,0.0
29,50,0.0,0.01,0.0,0.0,0.01
29,60,0.0,0.0,0.0,0.0,0.01
29,70,0.0,0.0,0.02,0.01,0.0
29,80,0.0,0.0,0.0,0.0,0.01
29,90,0.0,0.03,0.01,0.01,0.02
30,10,0.0,0.0,0.0,0.0,0.0
