0,0.914
1,0.926
2,0.932
3,0.918
4,0.928
5,0.937
6,0.942
7,0.946
8,0.927
9,0.947
10,0.943
11,0.912
12,0.936
13,0.935
14,0.91
15,0.942
16,0.934
17,0.959
18,0.943
19,0.936
20,0.923
21,0.913
22,0.931
23,0.931
24,0.939
25,0.958
26,0.926
27,0.927
28,0.96
29,0.924
average,0.9333000000000001
stdev,0.013352385812900665
