10,[,0,.,2,2,5,]
10,[,0,.,0,5,]
20,[,0,.,5,8,8,]
20,[,0,.,0,7,1,]
30,[,0,.,8,8,7,]
30,[,0,.,1,1,3,]
40,[,0,.,9,6,1,]
40,[,0,.,1,1,9,]
50,[,0,.,9,9,4,]
50,[,0,.,1,0,9,]
60,[,0,.,9,9,8,]
60,[,0,.,1,0,7,]
70,[,1,.,0,]
70,[,0,.,1,0,2,]
80,[,1,.,0,]
80,[,0,.,1,0,5,]
90,[,1,.,0,]
90,[,0,.,1,1,6,]
100,[,1,.,0,]
100,[,0,.,1,0,5,]
