average,stdev,raw values
0.42000000000000004,0.038132256234285976,0.471,0.383,0.376,0.426,0.384,0.415,0.353,0.434,0.41,0.422,0.445,0.412,0.464,0.383,0.344,0.401,0.466,0.479,0.401,0.411,0.399,0.446,0.444,0.485,0.436,0.466,0.412,0.386,0.376,0.47
