0,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.01, 0.0], 40: [0.02, 0.03, 0.01, 0.02, 0.01], 50: [0.01, 0.04, 0.07, 0.03, 0.02], 60: [0.04, 0.08, 0.06, 0.06, 0.07], 70: [0.1, 0.06, 0.09, 0.06, 0.11], 80: [0.12000000000000001, 0.13, 0.15, 0.14, 0.14], 90: [0.060000000000000005, 0.12, 0.16, 0.14, 0.17]}
1,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.01, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.01, 0.0, 0.01, 0.01], 50: [0.02, 0.04, 0.03, 0.0, 0.05], 60: [0.05, 0.04, 0.05, 0.05, 0.07], 70: [0.07, 0.09000000000000001, 0.08, 0.05, 0.04], 80: [0.08, 0.1, 0.1, 0.06, 0.1], 90: [0.11, 0.13, 0.1, 0.13, 0.1]}
2,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.01], 50: [0.0, 0.01, 0.0, 0.0, 0.0], 60: [0.0, 0.0, 0.0, 0.0, 0.01], 70: [0.02, 0.0, 0.01, 0.02, 0.0], 80: [0.01, 0.0, 0.0, 0.02, 0.01], 90: [0.03, 0.01, 0.01, 0.01, 0.02]}
3,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.01], 40: [0.01, 0.04, 0.0, 0.0, 0.0], 50: [0.03, 0.02, 0.07, 0.05, 0.07], 60: [0.05, 0.07, 0.12000000000000001, 0.06, 0.09], 70: [0.16, 0.08, 0.14, 0.12000000000000001, 0.12], 80: [0.15, 0.17, 0.18, 0.14, 0.16999999999999998], 90: [0.16999999999999998, 0.23, 0.1, 0.2, 0.22000000000000003]}
4,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.01, 0.0, 0.0, 0.0], 50: [0.0, 0.04, 0.01, 0.02, 0.01], 60: [0.05, 0.03, 0.02, 0.06, 0.03], 70: [0.07, 0.05, 0.08, 0.06, 0.08], 80: [0.07, 0.11, 0.09000000000000001, 0.09, 0.13], 90: [0.11, 0.09000000000000001, 0.08, 0.13, 0.13]}
5,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.0, 0.01, 0.0], 60: [0.0, 0.02, 0.01, 0.0, 0.0], 70: [0.01, 0.01, 0.01, 0.0, 0.02], 80: [0.03, 0.0, 0.02, 0.0, 0.0], 90: [0.01, 0.03, 0.02, 0.01, 0.01]}
6,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.0, 0.0, 0.0], 60: [0.0, 0.0, 0.0, 0.0, 0.01], 70: [0.01, 0.0, 0.0, 0.0, 0.0], 80: [0.0, 0.01, 0.01, 0.0, 0.0], 90: [0.01, 0.0, 0.0, 0.0, 0.01]}
7,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.0, 0.0, 0.0], 60: [0.0, 0.01, 0.0, 0.0, 0.0], 70: [0.0, 0.01, 0.0, 0.01, 0.01], 80: [0.0, 0.0, 0.0, 0.01, 0.02], 90: [0.01, 0.01, 0.01, 0.01, 0.0]}
8,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.01, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.01, 0.0], 50: [0.01, 0.01, 0.0, 0.0, 0.0], 60: [0.01, 0.03, 0.03, 0.0, 0.02], 70: [0.05, 0.03, 0.04, 0.01, 0.05], 80: [0.03, 0.04, 0.06, 0.03, 0.04], 90: [0.02, 0.07, 0.06, 0.05, 0.09000000000000001]}
9,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.01, 0.0, 0.0, 0.0, 0.0], 40: [0.01, 0.01, 0.01, 0.01, 0.0], 50: [0.01, 0.02, 0.02, 0.01, 0.02], 60: [0.02, 0.01, 0.02, 0.0, 0.02], 70: [0.03, 0.01, 0.02, 0.02, 0.02], 80: [0.04, 0.05, 0.03, 0.03, 0.02], 90: [0.04, 0.05, 0.03, 0.05, 0.060000000000000005]}
10,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.03, 0.0, 0.02, 0.01], 50: [0.02, 0.02, 0.01, 0.0, 0.03], 60: [0.01, 0.01, 0.01, 0.02, 0.0], 70: [0.01, 0.02, 0.02, 0.02, 0.02], 80: [0.04, 0.05, 0.03, 0.04, 0.03], 90: [0.03, 0.03, 0.05, 0.04, 0.03]}
