0,0.777
1,0.783
2,0.761
3,0.818
4,0.76
5,0.818
6,0.777
7,0.781
8,0.759
9,0.803
10,0.765
11,0.762
12,0.79
13,0.794
14,0.805
15,0.816
16,0.756
17,0.772
18,0.785
19,0.765
20,0.755
21,0.818
22,0.742
23,0.799
24,0.815
25,0.773
26,0.786
27,0.78
28,0.733
29,0.808
average,0.7818666666666669
stdev,0.02376281263587742
