20,0.555,0.56,0.572,0.582,0.518,0.627
21,0.65,0.674,0.664,0.648,0.625,0.728
22,0.578,0.565,0.546,0.583,0.549,0.681
23,0.497,0.519,0.574,0.563,0.57,0.623
24,0.495,0.526,0.499,0.569,0.465,0.572
